rock_id,rock_token,rock_freq,rock_mean_kl,rock_freq_mean,ctrl_id,ctrl_token,ctrl_freq,ctrl_mean_kl,ctrl_freq_mean
624,'.\n',405,0.3787033919021136,153.37487372035602,9407,'cos',822,0.08468983217862247,69.61504205082767
1817,' each',573,0.2652767818080936,152.00359597603764,3082,' area',287,0.24176053750978346,69.38527426530786
7,'(',2407,0.06293689846975084,151.48911461669027,1318,'text',1020,0.06756794573777482,68.91930465253031
1378,' two',546,0.2725381524338835,148.8058312289004,3036,'And',123,0.5579257271426722,68.62486443854868
990,' use',305,0.48434840297522824,147.7262629074446,3108,' side',421,0.1628920019490896,68.57753282056672
1077,' let',467,0.31598888133299524,147.56680758250877,729,' function',224,0.3029204267185776,67.85417558496138
379,' y',2180,0.06658757456900509,145.1609125604311,2115,' left',191,0.35326965462702453,67.47450403376169
5443,' Use',278,0.5212145375468261,144.89764143801767,6979,' define',165,0.4009948331127155,66.16414746359806
435,' r',929,0.15025698080554675,139.58873516835294,1576,' because',190,0.34564671647079337,65.67287612945074
97219,"'**,'",997,0.13935337277715618,138.9353126588247,1931,' real',229,0.28670919171789955,65.656404903399
64,'a',1780,0.0774939501553236,137.939231276476,66,'c',507,0.12734159729920488,64.56218983069688
70894,' Understand',204,0.6717089368149911,137.0286231102582,9210,' angle',383,0.16824214523207356,64.43674162388417
1969,' must',460,0.2975690164794147,136.88174758053077,3793,' terms',320,0.20009018748091972,64.02885999389432
532,'}\n',1775,0.07661699003646853,135.99515731473164,6771,' Let',192,0.3328349647643621,63.904313234757524
1477,' find',642,0.2103133175044195,135.02114983783733,458,' an',169,0.37591170789916095,63.5290786349582
